YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,TOTAL_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_DISTANCE,DIV1_AIRPORT,DIV2_AIRPORT
2017,11,5,7,2017-11-05,UA,N822UA,153,ORD,"Chicago, IL",PIT,"Pittsburgh, PA",1050,1044.0,-6.0,1319,1811.0,89.0,413.0,,1.0,1.0,387.0,0.0,DTW,
2017,11,26,7,2017-11-26,UA,N77537,1910,DEN,"Denver, CO",SFO,"San Francisco, CA",2045,2253.0,128.0,2232,345.0,167.0,967.0,,1.0,1.0,352.0,0.0,DEN,
2017,11,25,6,2017-11-25,UA,N77525,29,EWR,"Newark, NJ",SAN,"San Diego, CA",1941,1939.0,-2.0,2249,36.0,368.0,2425.0,,1.0,1.0,477.0,0.0,LAX,
2017,11,25,6,2017-11-25,UA,N448UA,311,DEN,"Denver, CO",SBA,"Santa Barbara, CA",2240,2235.0,-5.0,27,814.0,167.0,916.0,,1.0,1.0,639.0,0.0,DEN,
2017,11,25,6,2017-11-25,UA,N493UA,492,IAD,"Washington, DC",SFO,"San Francisco, CA",815,1258.0,283.0,1120,1650.0,365.0,2419.0,,1.0,1.0,412.0,0.0,ORD,
2017,11,25,6,2017-11-25,UA,N37409,1171,IAH,"Houston, TX",SAN,"San Diego, CA",2200,2155.0,-5.0,2329,107.0,209.0,1303.0,,1.0,1.0,312.0,0.0,LAX,
2017,11,25,6,2017-11-25,UA,N68834,1973,SFO,"San Francisco, CA",SAN,"San Diego, CA",2021,2019.0,-2.0,2155,2359.0,94.0,447.0,,1.0,1.0,220.0,0.0,ONT,
2017,11,24,5,2017-11-24,UA,N19136,282,EWR,"Newark, NJ",DEN,"Denver, CO",805,756.0,-9.0,1034,1249.0,269.0,1605.0,,1.0,1.0,413.0,0.0,PIT,
2017,11,23,4,2017-11-23,UA,N77537,541,SFO,"San Francisco, CA",EUG,"Eugene, OR",1400,1346.0,-14.0,1545,1857.0,105.0,451.0,,1.0,1.0,311.0,0.0,SFO,
2017,11,23,4,2017-11-23,UA,N66831,1844,IAH,"Houston, TX",SFO,"San Francisco, CA",2005,2001.0,-4.0,2229,2305.0,264.0,1635.0,,1.0,1.0,304.0,0.0,PHX,
2017,11,13,1,2017-11-13,UA,N69835,484,SEA,"Seattle, WA",ORD,"Chicago, IL",30,37.0,7.0,628,826.0,238.0,1721.0,,1.0,1.0,349.0,0.0,SEA,
2017,11,13,1,2017-11-13,UA,N53442,1792,IAH,"Houston, TX",SEA,"Seattle, WA",1440,1433.0,-7.0,1734,2031.0,294.0,1874.0,,1.0,1.0,478.0,0.0,PDX,
2017,11,13,1,2017-11-13,UA,N19130,1796,SFO,"San Francisco, CA",EWR,"Newark, NJ",2339,2349.0,10.0,759,1747.0,320.0,2565.0,,1.0,1.0,898.0,0.0,SFO,
2017,11,13,1,2017-11-13,UA,N12218,1932,EWR,"Newark, NJ",SEA,"Seattle, WA",1330,1332.0,2.0,1648,1922.0,378.0,2402.0,,1.0,1.0,530.0,0.0,YKM,
2017,11,12,7,2017-11-12,UA,N36280,1867,SEA,"Seattle, WA",IAH,"Houston, TX",1240,1234.0,-6.0,1856,2033.0,256.0,1874.0,,1.0,1.0,359.0,0.0,SEA,
2017,11,11,6,2017-11-11,UA,N27477,1981,CLE,"Cleveland, OH",LAX,"Los Angeles, CA",735,734.0,-1.0,1004,1236.0,329.0,2052.0,,1.0,1.0,482.0,0.0,ORD,
2017,11,1,3,2017-11-01,UA,N66803,1205,KOA,"Kona, HI",LAX,"Los Angeles, CA",1235,1251.0,16.0,2112,,337.0,2504.0,,1.0,0.0,,2556.0,HNL,
2017,11,19,7,2017-11-19,UA,N772UA,936,EWR,"Newark, NJ",SFO,"San Francisco, CA",1800,1757.0,-3.0,2114,2257.0,374.0,2565.0,,1.0,1.0,480.0,0.0,OMA,
2017,11,18,6,2017-11-18,UA,N477UA,1796,SFO,"San Francisco, CA",MFR,"Medford, OR",2300,2256.0,-4.0,28,1238.0,88.0,329.0,,1.0,1.0,822.0,0.0,SFO,
2017,11,5,7,2017-11-05,UA,N446UA,546,SAN,"San Diego, CA",IAD,"Washington, DC",810,830.0,20.0,1554,1744.0,284.0,2253.0,,1.0,1.0,374.0,0.0,RDU,
2017,11,5,7,2017-11-05,UA,N404UA,864,DCA,"Washington, DC",ORD,"Chicago, IL",1651,1644.0,-7.0,1803,29.0,132.0,612.0,,1.0,1.0,525.0,0.0,BNA,
2017,11,4,6,2017-11-04,UA,N456UA,465,DEN,"Denver, CO",BIL,"Billings, MT",1901,1859.0,-2.0,2033,916.0,92.0,455.0,,1.0,1.0,857.0,0.0,DEN,
2017,11,4,6,2017-11-04,UA,N53441,753,BWI,"Baltimore, MD",SFO,"San Francisco, CA",648,659.0,11.0,1000,1130.0,372.0,2457.0,,1.0,1.0,451.0,0.0,DEN,
2017,11,3,5,2017-11-03,UA,N75851,597,LAS,"Las Vegas, NV",ORD,"Chicago, IL",1050,1040.0,-10.0,1623,206.0,213.0,1514.0,,1.0,1.0,806.0,0.0,LAS,
2017,11,3,5,2017-11-03,UA,N54711,760,IAH,"Houston, TX",TUS,"Tucson, AZ",1918,1914.0,-4.0,2000,924.0,162.0,936.0,,1.0,1.0,970.0,0.0,PHX,
2017,11,2,4,2017-11-02,UA,N453UA,1135,LGA,"New York, NY",DEN,"Denver, CO",1035,1233.0,118.0,1307,1752.0,272.0,1620.0,,1.0,1.0,439.0,0.0,ORD,
2017,11,17,5,2017-11-17,UA,N68452,713,CLT,"Charlotte, NC",ORD,"Chicago, IL",1706,1703.0,-3.0,1820,2309.0,134.0,599.0,,1.0,1.0,426.0,0.0,IAH,
2017,11,17,5,2017-11-17,UA,N17730,1544,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",1718,1730.0,12.0,1835,2119.0,137.0,646.0,,1.0,1.0,289.0,0.0,STL,
2017,11,16,4,2017-11-16,UA,N69830,643,KOA,"Kona, HI",SFO,"San Francisco, CA",1410,1616.0,126.0,2115,158.0,305.0,2367.0,,1.0,1.0,462.0,0.0,HNL,
2017,11,16,4,2017-11-16,UA,N808UA,1812,IAH,"Houston, TX",MFE,"Mission/McAllen/Edinburg, TX",735,729.0,-6.0,855,1108.0,80.0,316.0,,1.0,1.0,219.0,0.0,SAT,
2017,11,15,3,2017-11-15,UA,N416UA,436,AUS,"Austin, TX",ORD,"Chicago, IL",954,948.0,-6.0,1235,1324.0,161.0,978.0,,1.0,1.0,216.0,0.0,AUS,
2017,11,15,3,2017-11-15,UA,N18119,727,SFO,"San Francisco, CA",IAD,"Washington, DC",1300,1346.0,46.0,2106,109.0,306.0,2419.0,,1.0,1.0,503.0,0.0,DEN,
2017,11,2,4,2017-11-02,HA,N382HA,9,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",1805,1821.0,16.0,2055,411.0,350.0,2556.0,,1.0,1.0,770.0,0.0,LAX,
2017,11,3,5,2017-11-03,HA,N385HA,16,HNL,"Honolulu, HI",SAN,"San Diego, CA",1425,1423.0,-2.0,2255,831.0,330.0,2614.0,,1.0,1.0,908.0,0.0,HNL,
2017,11,30,4,2017-11-30,HA,N373HA,16,HNL,"Honolulu, HI",SAN,"San Diego, CA",1505,1545.0,40.0,2230,1130.0,325.0,2614.0,,2.0,1.0,1065.0,0.0,HNL,HNL
2017,11,3,5,2017-11-03,HA,N396HA,26,HNL,"Honolulu, HI",PDX,"Portland, OR",1155,1200.0,5.0,2030,2341.0,335.0,2603.0,,1.0,1.0,521.0,0.0,HNL,
2017,11,24,5,2017-11-24,HA,N590HA,36,HNL,"Honolulu, HI",PHX,"Phoenix, AZ",1225,1225.0,0.0,2130,2351.0,365.0,2917.0,,1.0,1.0,506.0,0.0,HNL,
2017,11,21,2,2017-11-21,HA,N594HA,44,HNL,"Honolulu, HI",SJC,"San Jose, CA",1415,1415.0,0.0,2125,59.0,310.0,2417.0,,1.0,1.0,524.0,0.0,HNL,
2017,11,30,4,2017-11-30,HA,N592HA,63,LAX,"Los Angeles, CA",LIH,"Lihue, HI",800,752.0,-8.0,1155,1913.0,355.0,2615.0,,1.0,1.0,801.0,0.0,LAX,
2017,11,8,3,2017-11-08,HA,N487HA,500,LIH,"Lihue, HI",KOA,"Kona, HI",1540,1608.0,28.0,1640,1913.0,60.0,263.0,,1.0,1.0,185.0,0.0,HNL,
2017,11,29,3,2017-11-29,NK,N521NK,1168,PHX,"Phoenix, AZ",ORD,"Chicago, IL",1900,1858.0,-2.0,2318,132.0,198.0,1440.0,,1.0,1.0,334.0,0.0,DEN,
2017,11,18,6,2017-11-18,NK,N671NK,363,ATL,"Atlanta, GA",IAH,"Houston, TX",645,642.0,-3.0,810,931.0,145.0,689.0,,1.0,1.0,229.0,0.0,MSY,
2017,11,5,7,2017-11-05,NK,N609NK,373,PHL,"Philadelphia, PA",LAS,"Las Vegas, NV",1945,2029.0,44.0,2218,41.0,333.0,2176.0,,1.0,1.0,432.0,0.0,DFW,
2017,11,16,4,2017-11-16,NK,N620NK,484,DFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA",1302,1302.0,0.0,1710,1846.0,188.0,1303.0,,1.0,1.0,284.0,0.0,MEM,
2017,11,5,7,2017-11-05,NK,N611NK,551,CAK,"Akron, OH",LAS,"Las Vegas, NV",1815,1909.0,54.0,1953,2218.0,278.0,1846.0,,1.0,1.0,369.0,0.0,DFW,
2017,11,23,4,2017-11-23,NK,N673NK,615,BOS,"Boston, MA",FLL,"Fort Lauderdale, FL",2012,2014.0,2.0,2337,104.0,205.0,1237.0,,1.0,1.0,290.0,0.0,BWI,
2017,11,19,7,2017-11-19,NK,N674NK,801,MCO,"Orlando, FL",SJU,"San Juan, PR",1245,1251.0,6.0,1626,2134.0,161.0,1189.0,,1.0,1.0,463.0,0.0,MCO,
2017,11,30,4,2017-11-30,NK,N649NK,817,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",2259,2250.0,-9.0,2357,107.0,178.0,1055.0,,1.0,1.0,257.0,0.0,ABQ,
2017,11,29,3,2017-11-29,NK,N529NK,860,MCO,"Orlando, FL",BDL,"Hartford, CT",1502,1522.0,20.0,1743,2012.0,161.0,1050.0,,1.0,1.0,290.0,0.0,BWI,
2017,11,6,1,2017-11-06,NK,N625NK,963,PIT,"Pittsburgh, PA",IAH,"Houston, TX",620,615.0,-5.0,827,1249.0,187.0,1117.0,,1.0,1.0,454.0,0.0,DTW,
2017,11,5,7,2017-11-05,B6,N715JB,19,BOS,"Boston, MA",SAN,"San Diego, CA",1644,1702.0,18.0,2014,2150.0,390.0,2588.0,,1.0,1.0,468.0,0.0,PHX,
2017,11,6,1,2017-11-06,B6,N536JB,19,BOS,"Boston, MA",SAN,"San Diego, CA",1644,1640.0,-4.0,2014,2146.0,390.0,2588.0,,1.0,1.0,486.0,0.0,ABQ,
2017,11,12,7,2017-11-12,B6,N643JB,19,BOS,"Boston, MA",SAN,"San Diego, CA",1644,1644.0,0.0,2014,2106.0,390.0,2588.0,,1.0,1.0,442.0,0.0,DEN,
2017,11,17,5,2017-11-17,B6,N796JB,19,BOS,"Boston, MA",SAN,"San Diego, CA",1644,1654.0,10.0,2014,2146.0,390.0,2588.0,,1.0,1.0,472.0,0.0,PHX,
2017,11,25,6,2017-11-25,B6,N606JB,88,FLL,"Fort Lauderdale, FL",ALB,"Albany, NY",1309,1301.0,-8.0,1617,1824.0,188.0,1204.0,,1.0,1.0,323.0,0.0,FLL,
2017,11,1,3,2017-11-01,B6,N527JB,136,PHX,"Phoenix, AZ",JFK,"New York, NY",2248,2359.0,71.0,626,1001.0,278.0,2153.0,,1.0,1.0,422.0,0.0,EWR,
2017,11,5,7,2017-11-05,B6,N618JB,167,JFK,"New York, NY",OAK,"Oakland, CA",2059,2059.0,0.0,37,150.0,398.0,2576.0,,1.0,1.0,471.0,0.0,DEN,
2017,11,16,4,2017-11-16,B6,N556JB,167,JFK,"New York, NY",OAK,"Oakland, CA",2059,2107.0,8.0,32,243.0,393.0,2576.0,,1.0,1.0,516.0,0.0,ABQ,
2017,11,5,7,2017-11-05,B6,N590JB,263,JFK,"New York, NY",SEA,"Seattle, WA",1830,1836.0,6.0,2159,20.0,389.0,2422.0,,1.0,1.0,524.0,0.0,SLC,
2017,11,16,4,2017-11-16,B6,N510JB,263,JFK,"New York, NY",SEA,"Seattle, WA",1836,1845.0,9.0,2159,2337.0,383.0,2422.0,,1.0,1.0,472.0,0.0,SLC,
2017,11,10,5,2017-11-10,B6,N948JB,283,JFK,"New York, NY",MCO,"Orlando, FL",1738,1737.0,-1.0,2039,2349.0,181.0,944.0,,1.0,1.0,372.0,0.0,JAX,
2017,11,10,5,2017-11-10,B6,N775JB,299,LGA,"New York, NY",MCO,"Orlando, FL",1629,1705.0,36.0,1928,2335.0,179.0,950.0,,1.0,1.0,390.0,0.0,JAX,
2017,11,6,1,2017-11-06,B6,N623JB,358,BUR,"Burbank, CA",JFK,"New York, NY",2130,2247.0,77.0,547,759.0,317.0,2465.0,,1.0,1.0,372.0,0.0,ABQ,
2017,11,21,2,2017-11-21,B6,N523JB,358,BUR,"Burbank, CA",JFK,"New York, NY",2130,2144.0,14.0,544,657.0,314.0,2465.0,,1.0,1.0,373.0,0.0,ABQ,
2017,11,6,1,2017-11-06,B6,N623JB,359,JFK,"New York, NY",BUR,"Burbank, CA",1709,1707.0,-2.0,2040,2151.0,391.0,2465.0,,1.0,1.0,464.0,0.0,PHX,
2017,11,5,7,2017-11-05,B6,N571JB,405,BOS,"Boston, MA",LGB,"Long Beach, CA",1757,1749.0,-8.0,2133,2251.0,396.0,2602.0,,1.0,1.0,482.0,0.0,DEN,
2017,11,6,1,2017-11-06,B6,N504JB,405,BOS,"Boston, MA",LGB,"Long Beach, CA",1757,1800.0,3.0,2133,2313.0,396.0,2602.0,,1.0,1.0,493.0,0.0,DEN,
2017,11,17,5,2017-11-17,B6,N590JB,405,BOS,"Boston, MA",LGB,"Long Beach, CA",1757,1809.0,12.0,2133,2256.0,396.0,2602.0,,1.0,1.0,467.0,0.0,SLC,
2017,11,10,5,2017-11-10,B6,N298JB,445,SWF,"Newburgh/Poughkeepsie, NY",MCO,"Orlando, FL",1716,1658.0,-18.0,2012,2322.0,176.0,989.0,,1.0,1.0,384.0,0.0,TPA,
2017,11,21,2,2017-11-21,B6,N705JB,477,JFK,"New York, NY",JAX,"Jacksonville, FL",1641,1633.0,-8.0,1913,26.0,152.0,828.0,,1.0,1.0,473.0,0.0,JFK,
2017,11,10,5,2017-11-10,B6,N505JB,537,BDL,"Hartford, CT",MCO,"Orlando, FL",1714,1743.0,29.0,2012,2314.0,178.0,1050.0,,1.0,1.0,331.0,0.0,PBI,
2017,11,12,7,2017-11-12,B6,N943JB,624,LAX,"Los Angeles, CA",JFK,"New York, NY",1415,1413.0,-2.0,2237,5.0,322.0,2475.0,,1.0,1.0,412.0,0.0,DEN,
2017,11,5,7,2017-11-05,B6,N646JB,669,JFK,"New York, NY",SJC,"San Jose, CA",1721,1756.0,35.0,2104,2323.0,403.0,2569.0,,1.0,1.0,507.0,0.0,SLC,
2017,11,10,5,2017-11-10,B6,N598JB,669,JFK,"New York, NY",SJC,"San Jose, CA",1721,1730.0,9.0,2104,2255.0,403.0,2569.0,,1.0,1.0,505.0,0.0,SLC,
2017,11,16,4,2017-11-16,B6,N558JB,669,JFK,"New York, NY",SJC,"San Jose, CA",1727,1723.0,-4.0,2104,2226.0,397.0,2569.0,,1.0,1.0,483.0,0.0,SLC,
2017,11,10,5,2017-11-10,B6,N665JB,698,MCO,"Orlando, FL",LGA,"New York, NY",1920,25.0,305.0,2158,,158.0,950.0,,1.0,0.0,,11.0,JFK,
2017,11,14,2,2017-11-14,B6,N249JB,716,JAX,"Jacksonville, FL",DCA,"Washington, DC",1711,1704.0,-7.0,1855,2023.0,104.0,634.0,,1.0,1.0,199.0,0.0,IAD,
2017,11,18,6,2017-11-18,B6,N657JB,745,JFK,"New York, NY",PSE,"Ponce, PR",2359,2352.0,-7.0,449,,230.0,1617.0,,1.0,0.0,,50.0,BQN,
2017,11,23,4,2017-11-23,B6,N593JB,975,PHL,"Philadelphia, PA",FLL,"Fort Lauderdale, FL",1303,1257.0,-6.0,1551,1806.0,168.0,992.0,,1.0,1.0,309.0,0.0,MCO,
2017,11,6,1,2017-11-06,B6,N583JB,1013,JFK,"New York, NY",LGB,"Long Beach, CA",1730,1730.0,0.0,2056,2257.0,386.0,2465.0,,1.0,1.0,507.0,0.0,SLC,
2017,11,10,5,2017-11-10,B6,N561JB,1075,PVD,"Providence, RI",MCO,"Orlando, FL",1725,1810.0,45.0,2027,2311.0,182.0,1072.0,,1.0,1.0,301.0,0.0,PBI,
2017,11,19,7,2017-11-19,B6,N637JB,1097,BOS,"Boston, MA",ATL,"Atlanta, GA",842,837.0,-5.0,1136,1303.0,174.0,946.0,,1.0,1.0,266.0,0.0,JFK,
2017,11,19,7,2017-11-19,B6,N517JB,1205,JFK,"New York, NY",PDX,"Portland, OR",2059,2121.0,22.0,22,234.0,383.0,2454.0,,1.0,1.0,493.0,0.0,SLC,
2017,11,1,3,2017-11-01,B6,N375JB,1252,RSW,"Fort Myers, FL",HPN,"White Plains, NY",1212,1158.0,-14.0,1501,2015.0,169.0,1102.0,,1.0,1.0,497.0,0.0,RSW,
2017,11,10,5,2017-11-10,B6,N238JB,1351,BOS,"Boston, MA",MCO,"Orlando, FL",1631,1622.0,-9.0,1949,2257.0,198.0,1121.0,,1.0,1.0,395.0,0.0,TPA,
2017,11,23,4,2017-11-23,B6,N298JB,1379,DCA,"Washington, DC",FLL,"Fort Lauderdale, FL",1313,1303.0,-10.0,1549,1822.0,156.0,899.0,,1.0,1.0,319.0,0.0,MCO,
2017,11,10,5,2017-11-10,B6,N187JB,1887,ORH,"Worcester, MA",MCO,"Orlando, FL",1658,1649.0,-9.0,2003,2347.0,185.0,1091.0,,1.0,1.0,418.0,0.0,TPA,
2017,11,10,5,2017-11-10,VX,N627VA,1351,BOS,"Boston, MA",SFO,"San Francisco, CA",715,750.0,35.0,1053,1316.0,398.0,2704.0,,1.0,1.0,506.0,0.0,DEN,
2017,11,10,5,2017-11-10,VX,N836VA,1353,BOS,"Boston, MA",SFO,"San Francisco, CA",1605,1619.0,14.0,1947,2147.0,402.0,2704.0,,1.0,1.0,508.0,0.0,SLC,
2017,11,13,1,2017-11-13,VX,N630VA,1351,BOS,"Boston, MA",SFO,"San Francisco, CA",715,711.0,-4.0,1053,1207.0,398.0,2704.0,,1.0,1.0,476.0,0.0,SLC,
2017,11,14,2,2017-11-14,VX,N631VA,1353,BOS,"Boston, MA",SFO,"San Francisco, CA",1605,1555.0,-10.0,1947,2051.0,402.0,2704.0,,1.0,1.0,476.0,0.0,DEN,
2017,11,15,3,2017-11-15,VX,N524VA,1353,BOS,"Boston, MA",SFO,"San Francisco, CA",1605,1603.0,-2.0,1947,2153.0,402.0,2704.0,,1.0,1.0,530.0,0.0,DEN,
2017,11,16,4,2017-11-16,VX,N621VA,1011,JFK,"New York, NY",SFO,"San Francisco, CA",730,722.0,-8.0,1105,1658.0,395.0,2586.0,,1.0,1.0,421.0,0.0,LAS,
2017,11,16,4,2017-11-16,VX,N842VA,1023,JFK,"New York, NY",SFO,"San Francisco, CA",930,927.0,-3.0,1301,1514.0,391.0,2586.0,,1.0,1.0,527.0,0.0,SLC,
2017,11,16,4,2017-11-16,VX,N855VA,1027,JFK,"New York, NY",SFO,"San Francisco, CA",1635,1628.0,-7.0,2010,2201.0,395.0,2586.0,,1.0,1.0,513.0,0.0,DEN,
2017,11,16,4,2017-11-16,VX,N636VA,1029,JFK,"New York, NY",SFO,"San Francisco, CA",1859,1945.0,46.0,2245,116.0,406.0,2586.0,,1.0,1.0,511.0,0.0,DEN,
2017,11,16,4,2017-11-16,VX,N527VA,1353,BOS,"Boston, MA",SFO,"San Francisco, CA",1605,1610.0,5.0,1947,2143.0,402.0,2704.0,,1.0,1.0,513.0,0.0,DEN,
2017,11,16,4,2017-11-16,VX,N835VA,1357,BOS,"Boston, MA",SFO,"San Francisco, CA",1905,1928.0,23.0,2251,109.0,406.0,2704.0,,1.0,1.0,521.0,0.0,DEN,
2017,11,17,5,2017-11-17,VX,N849VA,1351,BOS,"Boston, MA",SFO,"San Francisco, CA",700,723.0,23.0,1038,1305.0,398.0,2704.0,,1.0,1.0,522.0,0.0,SLC,
2017,11,17,5,2017-11-17,VX,N835VA,1367,BOS,"Boston, MA",LAX,"Los Angeles, CA",1745,1740.0,-5.0,2126,2247.0,401.0,2611.0,,1.0,1.0,487.0,0.0,LAS,
2017,11,17,5,2017-11-17,VX,N623VA,1411,JFK,"New York, NY",LAX,"Los Angeles, CA",1300,1304.0,4.0,1623,1815.0,383.0,2475.0,,1.0,1.0,491.0,0.0,LAS,
2017,11,18,6,2017-11-18,VX,N281VA,1057,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",1000,1052.0,52.0,1400,1703.0,360.0,2556.0,,1.0,1.0,97.0,0.0,SFO,
2017,11,18,6,2017-11-18,VX,N286VA,1121,LAX,"Los Angeles, CA",OGG,"Kahului, HI",1050,1209.0,79.0,1435,1904.0,345.0,2486.0,,1.0,1.0,112.0,0.0,SFO,
2017,11,19,7,2017-11-19,VX,N837VA,1165,EWR,"Newark, NJ",LAX,"Los Angeles, CA",1150,1142.0,-8.0,1517,1615.0,387.0,2454.0,,1.0,1.0,198.0,0.0,MCI,
2017,11,27,1,2017-11-27,VX,N851VA,1592,SFO,"San Francisco, CA",PSP,"Palm Springs, CA",1245,1235.0,-10.0,1406,1707.0,81.0,421.0,,1.0,1.0,84.0,0.0,LAX,
2017,11,3,5,2017-11-03,VX,N840VA,1351,BOS,"Boston, MA",SFO,"San Francisco, CA",725,717.0,-8.0,1108,1257.0,403.0,2704.0,,1.0,1.0,520.0,0.0,LAS,
2017,11,4,6,2017-11-04,VX,N632VA,1365,BOS,"Boston, MA",LAX,"Los Angeles, CA",1100,1104.0,4.0,1425,1554.0,385.0,2611.0,,1.0,1.0,470.0,0.0,LAS,
2017,11,4,6,2017-11-04,VX,N836VA,1367,BOS,"Boston, MA",LAX,"Los Angeles, CA",1630,1635.0,5.0,2006,2126.0,386.0,2611.0,,1.0,1.0,471.0,0.0,LAS,
2017,11,5,7,2017-11-05,VX,N836VA,1027,JFK,"New York, NY",SFO,"San Francisco, CA",1635,1636.0,1.0,2010,2154.0,395.0,2586.0,,1.0,1.0,498.0,0.0,SLC,
2017,11,5,7,2017-11-05,VX,N624VA,1193,EWR,"Newark, NJ",SFO,"San Francisco, CA",1725,1718.0,-7.0,2059,2306.0,394.0,2565.0,,1.0,1.0,528.0,0.0,SLC,
2017,11,5,7,2017-11-05,VX,N840VA,1353,BOS,"Boston, MA",SFO,"San Francisco, CA",1605,1556.0,-9.0,1947,2126.0,402.0,2704.0,,1.0,1.0,510.0,0.0,SLC,
2017,11,5,7,2017-11-05,VX,N849VA,1357,BOS,"Boston, MA",SFO,"San Francisco, CA",1905,1925.0,20.0,2251,104.0,406.0,2704.0,,1.0,1.0,519.0,0.0,SLC,
2017,11,5,7,2017-11-05,VX,N851VA,1367,BOS,"Boston, MA",LAX,"Los Angeles, CA",1745,1740.0,-5.0,2126,2235.0,401.0,2611.0,,1.0,1.0,475.0,0.0,LAS,
2017,11,5,7,2017-11-05,VX,N626VA,1415,JFK,"New York, NY",LAX,"Los Angeles, CA",2025,2258.0,153.0,2352,346.0,387.0,2475.0,,1.0,1.0,468.0,0.0,BNA,
2017,11,6,1,2017-11-06,VX,N836VA,1023,JFK,"New York, NY",SFO,"San Francisco, CA",930,946.0,16.0,1301,1445.0,391.0,2586.0,,1.0,1.0,479.0,0.0,SLC,
2017,11,6,1,2017-11-06,VX,N835VA,1027,JFK,"New York, NY",SFO,"San Francisco, CA",1635,1635.0,0.0,2010,2156.0,395.0,2586.0,,1.0,1.0,501.0,0.0,SMF,
2017,11,6,1,2017-11-06,VX,N624VA,1193,EWR,"Newark, NJ",SFO,"San Francisco, CA",1725,1833.0,68.0,2059,2330.0,394.0,2565.0,,1.0,1.0,477.0,0.0,SLC,
2017,11,6,1,2017-11-06,VX,N844VA,1351,BOS,"Boston, MA",SFO,"San Francisco, CA",715,718.0,3.0,1053,1230.0,398.0,2704.0,,1.0,1.0,492.0,0.0,SLC,
2017,11,6,1,2017-11-06,VX,N855VA,1353,BOS,"Boston, MA",SFO,"San Francisco, CA",1605,1611.0,6.0,1947,2115.0,402.0,2704.0,,1.0,1.0,484.0,0.0,SLC,
2017,11,6,1,2017-11-06,VX,N851VA,1367,BOS,"Boston, MA",LAX,"Los Angeles, CA",1745,1737.0,-8.0,2126,2212.0,401.0,2611.0,,1.0,1.0,455.0,0.0,DEN,
2017,11,6,1,2017-11-06,VX,N632VA,1407,JFK,"New York, NY",LAX,"Los Angeles, CA",915,953.0,38.0,1241,1611.0,386.0,2475.0,,1.0,1.0,459.0,0.0,ONT,
2017,11,8,3,2017-11-08,VX,N637VA,1969,SAN,"San Diego, CA",SFO,"San Francisco, CA",1952,2031.0,39.0,2126,2358.0,94.0,447.0,,1.0,1.0,207.0,0.0,OAK,
2017,11,9,4,2017-11-09,VX,N854VA,1353,BOS,"Boston, MA",SFO,"San Francisco, CA",1605,1605.0,0.0,1947,2129.0,402.0,2704.0,,1.0,1.0,504.0,0.0,DEN,
2017,11,1,3,2017-11-01,WN,N777QC,1433,BWI,"Baltimore, MD",PIT,"Pittsburgh, PA",2230,2224.0,-6.0,2330,50.0,60.0,210.0,,1.0,1.0,146.0,0.0,BWI,
2017,11,1,3,2017-11-01,WN,N7833A,830,MSP,"Minneapolis, MN",STL,"St. Louis, MO",1700,1708.0,8.0,1825,2005.0,85.0,448.0,,1.0,1.0,177.0,0.0,DSM,
2017,11,3,5,2017-11-03,WN,N492WN,594,ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ",1100,1309.0,129.0,1120,1620.0,80.0,328.0,10.0,1.0,1.0,251.0,0.0,ABQ,
2017,11,10,5,2017-11-10,WN,N8667D,177,AUS,"Austin, TX",MCO,"Orlando, FL",1615,1611.0,-4.0,1940,2138.0,145.0,994.0,,1.0,1.0,267.0,0.0,TPA,
2017,11,10,5,2017-11-10,WN,N8318F,6411,BUF,"Buffalo, NY",MCO,"Orlando, FL",1710,1708.0,-2.0,1955,2204.0,165.0,1011.0,,1.0,1.0,296.0,0.0,JAX,
2017,11,10,5,2017-11-10,WN,N8622A,1835,DEN,"Denver, CO",MCO,"Orlando, FL",1530,1528.0,-2.0,2100,2232.0,210.0,1546.0,,1.0,1.0,304.0,0.0,BHM,
2017,11,10,5,2017-11-10,WN,N757LV,530,FLL,"Fort Lauderdale, FL",MCO,"Orlando, FL",2010,2052.0,42.0,2115,,65.0,177.0,,1.0,0.0,,1142.0,MHT,
2017,11,10,5,2017-11-10,WN,N558WN,148,HOU,"Houston, TX",MCO,"Orlando, FL",1655,2026.0,211.0,2005,,130.0,849.0,,1.0,0.0,,655.0,ORF,
2017,11,10,5,2017-11-10,WN,N705SW,1663,IND,"Indianapolis, IN",MCO,"Orlando, FL",1720,1716.0,-4.0,1935,2210.0,135.0,829.0,,1.0,1.0,294.0,0.0,JAX,
